REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PHARMACEUTICAL,Pharmaceutical,TIME_PERIOD,OBS_VALUE
GBR,United Kingdom,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2021,7.1
GBR,United Kingdom,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2022,6.8
NLD,Netherlands,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2013,1.5
NLD,Netherlands,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2014,1.5
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2013,143.3
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2014,149.3
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2015,155.9
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2016,289
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2017,288
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2018,290
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2019,297.9
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2020,299.8
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2021,305.3
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2022,301.1
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2013,0.6
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2014,0.6
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2015,0.5
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2016,0.6
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2017,0.6
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2018,0.5
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2019,0.6
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2020,0.6
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2021,0.7
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2022,0.6
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2013,23
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2014,23.2
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2015,23.5
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2016,25.5
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2017,26.7
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2018,28.9
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2019,31.8
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2020,34.3
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2021,36.8
SVN,Slovenia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2022,45.1
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2013,8.1
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2014,8
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2015,7.9
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2016,8.2
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2017,7.9
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2018,7.8
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2019,7.7
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2020,7.5
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2021,7
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2022,6.8
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2013,3.3
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2014,3.4
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2015,3.8
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2016,4.2
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2017,4.3
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2018,4.2
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2019,3.9
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2020,3.5
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2021,4
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2022,4.1
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2013,140.1
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2014,276.3
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2015,228.1
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2016,215.6
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2017,173.6
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2018,161.3
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2019,231
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2020,281.5
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2021,246.1
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2022,284.4
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2023,179.1
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2013,5.1
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2014,4.6
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2015,4
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2016,4.4
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2017,4.6
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2018,4.1
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2019,4.2
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2020,4.3
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2021,4.2
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2013,1.6
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2014,1.5
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2015,1.5
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2016,1.6
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2017,1.8
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2018,1.8
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2019,1.9
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2020,2
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2021,1.8
TUR,Türkiye,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2022,1.5
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2013,9.2
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2014,9.5
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2015,8.9
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2016,8.9
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2017,8.4
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2018,8.1
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2019,7.9
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2020,7.8
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2021,7.8
NOR,Norway,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2022,8.4
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2013,162.6
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2014,173.8
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2015,175.7
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2016,178.5
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2017,179.9
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2018,182.7
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2019,184.8
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2020,186.1
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2021,188.5
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2022,190.5
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C09,Agents acting on the Renin-Angiotensin system,2023,191
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2013,45.2
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2014,47.4
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2015,53.1
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2016,50.2
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2017,51.2
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2018,57.7
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2019,58.2
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2020,57.5
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2021,56.5
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2022,61.3
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2023,62.3
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2013,3.7
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2014,3.7
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2015,3.7
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2016,3.7
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2017,3.7
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2018,3.7
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2019,3.8
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2020,3.8
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2021,3.7
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2022,3.7
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2013,13.9
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2014,13.8
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2015,14.1
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2016,14.3
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2017,14.6
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2018,14.4
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2019,15.5
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2020,15.2
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2021,14.2
BEL,Belgium,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2022,14.7
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2013,3.4
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2014,3.2
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2015,2.9
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2016,2.7
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2017,2.5
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2018,2.4
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2019,2.2
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2020,2.1
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2021,1.7
LVA,Latvia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C08,Calcium channel blockers,2022,1.7
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2013,5.5
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2014,5.5
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2015,5.5
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2016,5.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2017,5.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2018,5.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2019,5.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2020,6.1
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2021,6.3
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N06A,Antidepressants,2022,6.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2013,12.4
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2014,12.3
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2015,12.7
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2016,13
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2017,13.3
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2018,14.7
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2019,16.5
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2020,18.5
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2021,18.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2022,23.6
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2013,13.3
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2014,13.5
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2015,13.8
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2016,15.1
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2017,16.2
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2018,16.1
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2019,15.2
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2020,14.7
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2021,15.1
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2022,19.4
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2013,25.4
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2014,23.4
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2015,22.9
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2016,22.2
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2017,20.7
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2018,20.9
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2019,20.7
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2020,20.8
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2021,22.5
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2022,25.8
